created_at,consultant,date,project,hours,description,rate
2019-12-06 10:45:22,Guido van Rossum,2020-04-23,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-23,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-24,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-04-24,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-04-25,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-25,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-26,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-26,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-27,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-27,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-04-28,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-28,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-04-29,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-29,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-04-30,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-04-30,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-01,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-01,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-02,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-05-02,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-03,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-03,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-04,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-05-04,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-05-05,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-05,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-06,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-06,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-07,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-07,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-08,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-08,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-09,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-09,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-10,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-10,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-11,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-11,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-12,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-12,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-13,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-13,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-14,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-14,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-15,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-15,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-16,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-16,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-17,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-17,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-18,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-18,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-19,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-19,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-20,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-20,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-21,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-21,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-22,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-22,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-23,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-05-23,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-24,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-24,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-25,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-25,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-05-26,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-26,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-27,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-27,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-28,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-05-28,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-05-29,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-29,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-30,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-30,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-31,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-05-31,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-01,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-01,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-02,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-06-02,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-03,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-03,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-04,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-04,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-06-05,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-05,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-06,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-06,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-07,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-07,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-08,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-08,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-09,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-06-09,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-06-10,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-10,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-11,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-06-11,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-12,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-12,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-06-13,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-13,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-14,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-14,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-15,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-15,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-16,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-06-16,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-17,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-06-17,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-18,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-18,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-06-19,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-19,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-20,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-20,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-21,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-21,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-22,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-22,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-23,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-23,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-24,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-24,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-25,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-06-25,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-26,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-26,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-27,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-27,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-28,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-28,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-06-29,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-06-29,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-06-30,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-06-30,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-01,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-07-01,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-02,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-02,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-03,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-03,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-04,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-04,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-05,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-05,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-06,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-07-06,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-07,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-07-07,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-08,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-07-08,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-09,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-09,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-10,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-10,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-11,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-11,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-12,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-07-12,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-07-13,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-13,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-14,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-14,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-07-15,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-15,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-16,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-16,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-17,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-07-17,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-18,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-18,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-19,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-07-19,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-07-20,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-20,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-21,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-21,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-22,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-22,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-07-23,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-23,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-24,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-07-24,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-25,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-07-25,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-26,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-26,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-07-27,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-27,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-28,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-28,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-29,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-29,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-07-30,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-30,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-07-31,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-07-31,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-08-01,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-01,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-08-02,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-08-02,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-03,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-03,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-04,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-04,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-05,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-05,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-08-06,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-06,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-07,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-07,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-08-08,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-08-08,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-09,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-09,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-08-10,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-10,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-11,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-08-11,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-12,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-12,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-13,_Sick,4,,Sick
2019-12-06 10:45:22,Guido van Rossum,2020-08-13,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-14,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-14,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-15,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-15,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-16,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-16,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-17,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-17,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-18,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-18,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-19,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-19,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-08-20,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-20,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-21,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-21,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-22,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-22,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-23,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-23,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-24,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-08-24,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-08-25,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-25,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-26,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-26,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Guido van Rossum,2020-08-27,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-27,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-28,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-28,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-29,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-29,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-30,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-30,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-08-31,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-08-31,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-01,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-01,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-09-02,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-02,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-03,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-03,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-04,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-09-04,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-05,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-05,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Guido van Rossum,2020-09-06,_Vacation,4,,Vacation
2019-12-06 10:45:22,Guido van Rossum,2020-09-06,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-07,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-07,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-08,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Guido van Rossum,2020-09-08,_Vacation,4,,Vacation
